iteration,method,n_studies,n_outcomes,true_rho,true_tau2,outcome,theta_est,theta_se,bias,mse,covered,ci_width,tau2_est,tau2_bias,rho_est,rho_bias,converged
179,ML,10,3,0.0,0.099856,1,0.009130252478227577,0.18009388755264943,0.009130252478227577,8.336151031618082e-05,1,0.7059680392063857,0.2627892278948084,0.1629332278948084,,,1
179,ML,10,3,0.0,0.099856,2,-0.1584638113271768,0.13385475581207343,-0.1584638113271768,0.025110779500335086,1,0.5247106427833278,0.12168090026057769,0.021824900260577693,,,1
180,REML,10,3,0.0,0.099856,0,-0.03496376525147819,0.12331521348475562,-0.03496376525147819,0.0012224648805604739,1,0.483395636860242,0.07302119702037475,-0.026834802979625247,-0.4640864074414916,-0.4640864074414916,1
180,REML,10,3,0.0,0.099856,1,0.015984099789473294,0.10845134087239458,0.015984099789473294,0.0002554914460798402,1,0.42512925621978676,0.04144693319305112,-0.05840906680694888,,,1
180,REML,10,3,0.0,0.099856,2,0.13465032428506285,0.09389397747469397,0.13465032428506285,0.018130709830072585,1,0.3680643917008004,0.015469430601705352,-0.08438656939829464,,,1
180,ML,10,3,0.0,0.099856,0,-0.03394693703243937,0.11559228064352207,-0.03394693703243937,0.0011523945338844032,1,0.45312174012260653,0.05595636367577928,-0.04389963632422072,-0.5623589594516157,-0.5623589594516157,1
180,ML,10,3,0.0,0.099856,1,0.013294349897648258,0.10392894852537164,0.013294349897648258,0.00017673973920110026,1,0.4074014782194568,0.0327209503087226,-0.0671350496912774,,,1
180,ML,10,3,0.0,0.099856,2,0.13578815802674454,0.09213049465852882,0.13578815802674454,0.01843842386029615,1,0.36115153906143294,0.012366341505331599,-0.0874896584946684,,,1
181,REML,10,3,0.0,0.099856,0,-0.21351324421470466,0.11086873995715661,-0.21351324421470466,0.04558790545508811,1,0.4346054606320539,0.0545069709822899,-0.0453490290177101,0.5679962826454533,0.5679962826454533,1
181,REML,10,3,0.0,0.099856,1,-0.2457406204410101,0.07036294158355291,-0.2457406204410101,0.060388452534732594,0,0.2758227310075274,0.0049432997422700475,-0.09491270025772995,,,1
181,REML,10,3,0.0,0.099856,2,-0.0774486172571925,0.14524163691368847,-0.0774486172571925,0.005998288315051096,1,0.5693472167016588,0.13719934922814275,0.03734334922814275,,,1
181,ML,10,3,0.0,0.099856,0,-0.23561244972805248,0.08391520680397033,-0.23561244972805248,0.055513226466854054,0,0.3289476106715637,0.022107758355868774,-0.07774824164413123,0.9999999935325955,0.9999999935325955,1
181,ML,10,3,0.0,0.099856,1,-0.2450710041880655,0.06973610067856047,-0.2450710041880655,0.060059797093746814,0,0.27336551465995695,0.004165191734890586,-0.09569080826510941,,,1
181,ML,10,3,0.0,0.099856,2,-0.08582721045388979,0.13381353678960714,-0.08582721045388979,0.007366310054296289,1,0.5245490642152599,0.11158266092003519,0.011726660920035187,,,1
182,REML,10,3,0.0,0.099856,0,-0.09152728153547823,0.1238505446175315,-0.09152728153547823,0.008377243265274694,1,0.48549413490072346,0.07791009941462645,-0.021945900585373546,0.35275726872217805,0.35275726872217805,1
182,REML,10,3,0.0,0.099856,1,-0.005226218739526825,0.15905641650017172,-0.005226218739526825,2.731336231338135e-05,1,0.6235011526806731,0.16973534015156874,0.06987934015156874,,,1
182,REML,10,3,0.0,0.099856,2,-0.12653509446759045,0.1531488743987718,-0.12653509446759045,0.01601113013192204,1,0.6003435876431855,0.15350971123976792,0.05365371123976792,,,1
182,ML,10,3,0.0,0.099856,0,-0.08348361928054442,0.11649465839530966,-0.08348361928054442,0.006969514688178888,1,0.4566590609096139,0.06234739166185638,-0.03750860833814362,0.40072943700328284,0.40072943700328284,1
182,ML,10,3,0.0,0.099856,1,0.0063670995703284435,0.1448788820325085,0.0063670995703284435,4.0539956938476653e-05,1,0.5679252175674333,0.1289610105589672,0.029105010558967193,,,1
182,ML,10,3,0.0,0.099856,2,-0.11448474695325662,0.14252694216280604,-0.11448474695325662,0.013106757284951202,1,0.5587056132781997,0.12398652743097707,0.024130527430977072,,,1
183,REML,10,3,0.0,0.099856,0,-0.036683869433389936,0.18320106024038235,-0.036683869433389936,0.0013457062766060004,1,0.7181481561422988,0.24347587517521288,0.14361987517521288,-0.9999999999480181,-0.9999999999480181,1
183,REML,10,3,0.0,0.099856,1,0.17734471511425548,0.08661161284436822,0.17734471511425548,0.031451147978956435,0,0.3395175223499234,0.007600965761710259,-0.09225503423828973,,,1
183,REML,10,3,0.0,0.099856,2,0.22331691441860718,0.0816441964322781,0.22331691441860718,0.049870444265447525,0,0.3200452500145302,3.6289334985081284e-05,-0.09981971066501492,,,1
183,ML,10,3,0.0,0.099856,0,-0.0375105626635434,0.17355894299113944,-0.0375105626635434,0.001407042311335616,1,0.6803510565252666,0.2098151070956248,0.10995910709562479,-0.9999999999990387,-0.9999999999990387,1
183,ML,10,3,0.0,0.099856,1,0.17735689762220141,0.08609089520208135,0.17735689762220141,0.031455469134172034,0,0.3374763091921589,0.006706274194440307,-0.09314972580555969,,,1
183,ML,10,3,0.0,0.099856,2,0.22354130885963655,0.08165585143502664,0.22354130885963655,0.04997071676667942,0,0.32009093762530444,5.2878745212953104e-05,-0.09980312125478705,,,1
184,REML,10,3,0.0,0.099856,0,-0.02915010655031585,0.11130304580698942,-0.02915010655031585,0.0008497287118947671,1,0.43630793956339853,0.07491343383852755,-0.024942566161472446,-0.12703012680703019,-0.12703012680703019,1
184,REML,10,3,0.0,0.099856,1,-0.2271449761237285,0.08182598946620506,-0.2271449761237285,0.05159484017824919,0,0.3207578787075238,0.025280009114330468,-0.07457599088566953,,,1
184,REML,10,3,0.0,0.099856,2,-0.020460990713553576,0.07328943901448698,-0.020460990713553576,0.0004186521409801257,1,0.28729460093678894,0.01707624352815719,-0.08277975647184281,,,1
184,ML,10,3,0.0,0.099856,0,-0.030810437217467235,0.10693397727434371,-0.030810437217467235,0.0009492830415314901,1,0.4191811909154273,0.06600917643955505,-0.03384682356044495,-0.17458518534025574,-0.17458518534025574,1
184,ML,10,3,0.0,0.099856,1,-0.23424329555494885,0.07681475213778588,-0.23424329555494885,0.054869921512443125,0,0.30111382838012063,0.018744555870132417,-0.08111144412986758,,,1
184,ML,10,3,0.0,0.099856,2,-0.016417367400487454,0.07073084764354988,-0.016417367400487454,0.0002695299523625882,1,0.2772649227627155,0.013775866015555329,-0.08608013398444467,,,1
185,REML,10,3,0.0,0.099856,0,0.02020589839891036,0.08789764287070574,0.02020589839891036,0.00040827833010708824,1,0.3445587600531665,0.004832420686730782,-0.09502357931326921,0.2827890335540684,0.2827890335540684,1
185,REML,10,3,0.0,0.099856,1,-0.07399596630359066,0.1772679162929885,-0.07399596630359066,0.0054754030292021244,1,0.6948902318685148,0.22340371642103465,0.12354771642103465,,,1
185,REML,10,3,0.0,0.099856,2,0.09767993726963607,0.10579858079611151,0.09767993726963607,0.009541370145000038,1,0.4147304367207571,0.03429101370881647,-0.06556498629118353,,,1
185,ML,10,3,0.0,0.099856,0,0.018418270645663058,0.08655337216576565,0.018418270645663058,0.0003392326935768935,1,0.33928921888980135,0.0029368983991020655,-0.09691910160089794,0.3523519444414963,0.3523519444414963,1
185,ML,10,3,0.0,0.099856,1,-0.0768296783430681,0.16862111377708075,-0.0768296783430681,0.0059027994742993075,1,0.6609947660061565,0.19424684849089505,0.09439084849089505,,,1
185,ML,10,3,0.0,0.099856,2,0.09279314229654859,0.09983430469111626,0.09279314229654859,0.008610567257267514,1,0.39135047438917575,0.02400986285724648,-0.07584613714275353,,,1
186,REML,10,3,0.0,0.099856,0,0.1616842522481562,0.11086677506277551,0.1616842522481562,0.0261417974250454,1,0.43459775824608005,0.053865104161166376,-0.045990895838833624,-0.561511429297099,-0.561511429297099,1
186,REML,10,3,0.0,0.099856,1,0.0738343698044056,0.08645836494404033,0.0738343698044056,0.005451514164413721,1,0.33891679058063806,0.010333066980832258,-0.08952293301916775,,,1
186,REML,10,3,0.0,0.099856,2,0.048406074988409487,0.13498206710058863,0.048406074988409487,0.0023431480957835224,1,0.5291297030343074,0.10727090096127793,0.007414900961277934,,,1
186,ML,10,3,0.0,0.099856,0,0.1641758675435831,0.10639360476617325,0.1641758675435831,0.02695371548368814,1,0.41706293068339917,0.04496677721647758,-0.05488922278352242,-0.5586340945198298,-0.5586340945198298,1
186,ML,10,3,0.0,0.099856,1,0.07029776537888027,0.08363102372134144,0.07029776537888027,0.004941775817264098,1,0.32783361298765845,0.006524618953627648,-0.09333138104637236,,,1
186,ML,10,3,0.0,0.099856,2,0.05112104957173416,0.12755173222009242,0.05112104957173416,0.0026133617093157015,1,0.5000027903027623,0.08885897952421903,-0.010997020475780966,,,1
187,REML,10,3,0.0,0.099856,0,0.008529563043755645,0.11826010722581991,0.008529563043755645,7.275344571740207e-05,1,0.46357962032521405,0.06926555774068906,-0.030590442259310943,0.7628876506963272,0.7628876506963272,1
187,REML,10,3,0.0,0.099856,1,-0.022883507659576502,0.15064862938011706,-0.022883507659576502,0.0005236549228058964,1,0.5905426271700589,0.142905150774507,0.043049150774506995,,,1
187,REML,10,3,0.0,0.099856,2,-0.00033553100702942806,0.14366940579472043,-0.00033553100702942806,1.125810566781821e-07,1,0.5631840707153041,0.12491030630647676,0.02505430630647676,,,1
187,ML,10,3,0.0,0.099856,0,-0.008665906609034978,0.10534991324804333,-0.008665906609034978,7.509793735651611e-05,1,0.4129716599323298,0.04667230943083603,-0.05318369056916397,0.8314846864439447,0.8314846864439447,1
187,ML,10,3,0.0,0.099856,1,-0.02478715666852406,0.14103786055518489,-0.02478715666852406,0.0006144031357099567,1,0.5528684133763248,0.11684113938434701,0.01698513938434701,,,1
187,ML,10,3,0.0,0.099856,2,-0.0026306266228757133,0.13718214785379276,-0.0026306266228757133,6.920196428982481e-06,1,0.5377540195868676,0.10781315184933339,0.007957151849333391,,,1
188,REML,10,3,0.0,0.099856,0,-0.10654118491559617,0.16426292485384703,-0.10654118491559617,0.011351024083219256,1,0.6439106654270803,0.19917413483272203,0.09931813483272203,0.7666222535535981,0.7666222535535981,1
188,REML,10,3,0.0,0.099856,1,-0.06378589578461706,0.17146592843171504,-0.06378589578461706,0.0040686405010460286,1,0.672146439452323,0.22337121323182219,0.12351521323182219,,,1
188,REML,10,3,0.0,0.099856,2,-0.10104615089040501,0.08018655718053311,-0.10104615089040501,0.010210324609766498,1,0.3143313041476898,0.01170668102774726,-0.08814931897225274,,,1
188,ML,10,3,0.0,0.099856,0,-0.10537612876929957,0.15590624559818822,-0.10537612876929957,0.011104128514404003,1,0.6111524827448979,0.17332245993184775,0.07346645993184775,0.7744432745354223,0.7744432745354223,1
188,ML,10,3,0.0,0.099856,1,-0.06165323262116932,0.16359003234793462,-0.06165323262116932,0.003801121092640017,1,0.6412729268039037,0.1976326460280072,0.0977766460280072,,,1
188,ML,10,3,0.0,0.099856,2,-0.10086493762176608,0.07924849872000161,-0.10086493762176608,0.010173735641442763,1,0.3106541149824063,0.010260021029188071,-0.08959597897081192,,,1
189,REML,10,3,0.0,0.099856,0,-0.1488233113083638,0.08918164923468812,-0.1488233113083638,0.02214837798878616,1,0.3495920649999774,0.024935249224485687,-0.07492075077551431,0.7015333303118206,0.7015333303118206,1
189,REML,10,3,0.0,0.099856,1,-0.1803917478531864,0.15920273759767417,-0.1803917478531864,0.03254118269352758,1,0.6240747313828827,0.1807534594378968,0.08089745943789681,,,1
189,REML,10,3,0.0,0.099856,2,0.09922700674623328,0.16475896787308594,0.09922700674623328,0.009845998867817025,1,0.6458551540624969,0.19797616958218825,0.09812016958218825,,,1
189,ML,10,3,0.0,0.099856,0,-0.14396176704630753,0.08175987063288348,-0.14396176704630753,0.020724990371095316,1,0.32049869288090316,0.015203036215429616,-0.08465296378457038,0.7129927798463327,0.7129927798463327,1
189,ML,10,3,0.0,0.099856,1,-0.17670828882044456,0.14816714626670094,-0.17670828882044456,0.031225819337849653,1,0.5808152133654677,0.1485125252081447,0.0486565252081447,,,1
189,ML,10,3,0.0,0.099856,2,0.09752732437799605,0.1575730746641032,0.09752732437799605,0.009511579000330863,1,0.6176864526832845,0.17564645349841548,0.07579045349841548,,,1
190,REML,10,3,0.0,0.099856,0,-0.03918851568088481,0.16660985851247226,-0.03918851568088481,0.0015357397612709544,1,0.6531106453688913,0.20979785542856377,0.10994185542856377,0.11579307817786336,0.11579307817786336,1
190,REML,10,3,0.0,0.099856,1,0.09383345592889161,0.2030263190657868,0.09383345592889161,0.008804717451559245,1,0.7958631707378843,0.34384865447294016,0.24399265447294016,,,1
190,REML,10,3,0.0,0.099856,2,0.004765701791801984,0.07837852160380976,0.004765701791801984,2.271191356838464e-05,1,0.30724380468693424,0.00119358203978298,-0.09866241796021702,,,1
190,ML,10,3,0.0,0.099856,0,-0.0398878792477975,0.15765519478249662,-0.0398878792477975,0.0015910429108868744,1,0.6180083635473868,0.1810028297136084,0.0811468297136084,0.11182987715763584,0.11182987715763584,1
190,ML,10,3,0.0,0.099856,1,0.0931298645659172,0.19289840303904254,0.0931298645659172,0.00867317167406608,1,0.7561617399130468,0.3038986825197289,0.2040426825197289,,,1
190,ML,10,3,0.0,0.099856,2,0.004824619771462425,0.07827111343418397,0.004824619771462425,2.327695593918614e-05,1,0.30682276466200115,0.0010268062956091928,-0.0988291937043908,,,1
191,REML,10,3,0.0,0.099856,0,0.15495711748131183,0.09460840714207899,0.15495711748131183,0.024011708258117076,1,0.37086495599694963,0.006255393070232319,-0.09360060692976768,-0.364218321610182,-0.364218321610182,1
191,REML,10,3,0.0,0.099856,1,0.06505216889608277,0.12341726323462339,0.06505216889608277,0.004231784678084479,1,0.48379567187972367,0.06446422080510088,-0.03539177919489912,,,1
191,REML,10,3,0.0,0.099856,2,0.07246832601415555,0.11520529359410447,0.07246832601415555,0.0052516582752939345,1,0.4516047508888895,0.04635763126641973,-0.05349836873358027,,,1
191,ML,10,3,0.0,0.099856,0,0.15490375454559463,0.09150269490069302,0.15490375454559463,0.02399517317232183,1,0.35869056401071664,0.0013430107620819455,-0.09851298923791806,-0.9999999986742983,-0.9999999986742983,1
191,ML,10,3,0.0,0.099856,1,0.06714513887318053,0.11817665538721825,0.06714513887318053,0.0045084696742986995,1,0.4632524891178955,0.05267894899739783,-0.04717705100260217,,,1
191,ML,10,3,0.0,0.099856,2,0.07101328718239103,0.10923627177732324,0.07101328718239103,0.005042886956448742,1,0.4282061853671071,0.034017316182044836,-0.06583868381795516,,,1
192,REML,10,3,0.0,0.099856,0,0.046702576357791604,0.0756315034398676,0.046702576357791604,0.0021811306384553553,1,0.296475493484281,0.014837370233332307,-0.08501862976666769,0.5125029100784736,0.5125029100784736,1
192,REML,10,3,0.0,0.099856,1,-0.010200649246920228,0.08743858055767167,-0.010200649246920228,0.00010405324505869422,1,0.342759235786073,0.031999083392091406,-0.0678569166079086,,,1
192,REML,10,3,0.0,0.099856,2,0.02415985408490218,0.16717180235665763,0.02415985408490218,0.0005836985494037646,1,0.6553134652380979,0.23248855702875876,0.13263255702875876,,,1
192,ML,10,3,0.0,0.099856,0,0.04667181328297625,0.07428434512938321,0.04667181328297625,0.0021782581551209987,1,0.29119463290718217,0.012833406073948554,-0.08702259392605144,0.5489099236352138,0.5489099236352138,1
192,ML,10,3,0.0,0.099856,1,-0.009052348848373524,0.08374116204008425,-0.009052348848373524,8.194501967264947e-05,1,0.32826535519713024,0.026033740722299,-0.073822259277701,,,1
192,ML,10,3,0.0,0.099856,2,0.024134825137256413,0.1584254860251394,0.024134825137256413,0.000582489784405944,1,0.6210279052185464,0.20412318725971246,0.10426718725971246,,,1
193,REML,10,3,0.0,0.099856,0,0.07036939122946921,0.07776288869946461,0.07036939122946921,0.004951851222006099,1,0.3048305237019013,0.006605442732703533,-0.09325055726729647,-0.09775677550840167,-0.09775677550840167,1
193,REML,10,3,0.0,0.099856,1,-0.15252089778295508,0.11932474940505108,-0.15252089778295508,0.02326262426051863,1,0.4677530176678002,0.0795238514626616,-0.020332148537338404,,,1
193,REML,10,3,0.0,0.099856,2,0.04618309156487968,0.12186639848295518,0.04618309156487968,0.002132877946490061,1,0.4777162820531843,0.08517333097379169,-0.014682669026208309,,,1
193,ML,10,3,0.0,0.099856,0,0.08253555464972044,0.07111076165264577,0.08253555464972044,0.006812117781336989,1,0.2787541856783714,0.0006146905111452332,-0.09924130948885476,-0.9997466516406993,-0.9997466516406993,1
193,ML,10,3,0.0,0.099856,1,-0.14186560411080743,0.11114902631475611,-0.14186560411080743,0.02012584962972434,1,0.43570418315384396,0.06381769561977393,-0.036038304380226066,,,1
193,ML,10,3,0.0,0.099856,2,0.054873625100110845,0.11415860731822744,0.054873625100110845,0.003011114731627515,1,0.4475017406874515,0.06969061637372717,-0.03016538362627283,,,1
194,REML,10,3,0.0,0.099856,0,0.2155292129619347,0.12046781249441336,0.2155292129619347,0.046452841639991,1,0.4722338249781004,0.05709578388474968,-0.04276021611525032,0.13334084512132266,0.13334084512132266,1
194,REML,10,3,0.0,0.099856,1,-0.20216444272193512,0.12193170884728532,-0.20216444272193512,0.04087046190107059,1,0.4779722986813585,0.06053611409230857,-0.03931988590769143,,,1
194,REML,10,3,0.0,0.099856,2,-0.06569086944238826,0.10991012281870138,-0.06569086944238826,0.0043152903280969,1,0.4308476814493094,0.03670948470118976,-0.06314651529881024,,,1
194,ML,10,3,0.0,0.099856,0,0.20505547894914214,0.09550419457279254,0.20505547894914214,0.04204774944706208,0,0.37437644272534676,0.01377587788987392,-0.08608012211012608,-0.40679141025732213,-0.40679141025732213,1
194,ML,10,3,0.0,0.099856,1,-0.20983174889739328,0.1130794282337863,-0.20983174889739328,0.044029362845338704,1,0.4432713586764423,0.04323469057735718,-0.05662130942264282,,,1
194,ML,10,3,0.0,0.099856,2,-0.05239504168524123,0.10170685831436466,-0.05239504168524123,0.002745240393198166,1,0.3986908845923094,0.022649782128295506,-0.0772062178717045,,,1
195,REML,10,3,0.0,0.099856,0,-0.10653345861837911,0.0910178655882512,-0.10653345861837911,0.011349377805193895,1,0.3567900331059447,0.021577864641059298,-0.07827813535894071,-0.7459353388019189,-0.7459353388019189,1
195,REML,10,3,0.0,0.099856,1,-0.03293269231553743,0.14977858068286434,-0.03293269231553743,0.001084562223149858,1,0.5871320362768282,0.15526159014723698,0.05540559014723698,,,1
195,REML,10,3,0.0,0.099856,2,0.053787503977842904,0.09650949756781602,0.053787503977842904,0.002893095584166466,1,0.37831723046583876,0.029639764251402925,-0.07021623574859708,,,1
195,ML,10,3,0.0,0.099856,0,-0.10771161173543398,0.08914437679952202,-0.10771161173543398,0.011601791302644878,1,0.3494459570541263,0.01834686940163509,-0.08150913059836491,-0.757304899545163,-0.757304899545163,1
195,ML,10,3,0.0,0.099856,1,-0.0358654357522435,0.14218134118767684,-0.0358654357522435,0.0012863294816983061,1,0.5573508574556932,0.13348318029414463,0.03362718029414463,,,1
195,ML,10,3,0.0,0.099856,2,0.056414190046209886,0.09338602072631802,0.056414190046209886,0.003182560838569887,1,0.36607320124716664,0.024164215506793447,-0.07569178449320656,,,1
196,REML,10,3,0.0,0.099856,0,0.10533533860688662,0.10569051852168085,0.10533533860688662,0.01109553355942746,1,0.4143068326049889,0.04233434386921961,-0.05752165613078039,0.2545791016210508,0.2545791016210508,1
196,REML,10,3,0.0,0.099856,1,-0.1765469789466083,0.09230638115272805,-0.1765469789466083,0.03116883577517416,1,0.36184101411869385,0.01926830566066317,-0.08058769433933682,,,1
196,REML,10,3,0.0,0.099856,2,-0.09568133656767534,0.13421777258979614,-0.09568133656767534,0.009154918167376767,1,0.5261336685520008,0.10560315631634008,0.005747156316340082,,,1
196,ML,10,3,0.0,0.099856,0,0.10287732824180561,0.09980171940753776,0.10287732824180561,0.010583744666172214,1,0.39122274007754804,0.03157288822220007,-0.06828311177779993,0.2543013762084505,0.2543013762084505,1
196,ML,10,3,0.0,0.099856,1,-0.17887964959176844,0.08752095434906249,-0.17887964959176844,0.031997929038073865,0,0.343082141048325,0.012050917357270506,-0.08780508264272949,,,1
196,ML,10,3,0.0,0.099856,2,-0.09123969984794997,0.12760754632645815,-0.09123969984794997,0.008324682828344001,1,0.500221581599716,0.08928273779759932,-0.01057326220240068,,,1
197,REML,10,3,0.0,0.099856,0,-0.0952042823837407,0.14475752282111437,-0.0952042823837407,0.009063855384203038,1,0.5674494894587683,0.1406623501722856,0.040806350172285594,-0.3050045554960847,-0.3050045554960847,1
197,REML,10,3,0.0,0.099856,1,0.03158540644044422,0.1606436307894727,0.03158540644044422,0.000997637900008055,1,0.629723032694733,0.18914520469569737,0.08928920469569737,,,1
197,REML,10,3,0.0,0.099856,2,0.08894920444577598,0.11297010693155494,0.08894920444577598,0.007911960971536453,1,0.44284281917169543,0.06282352041014559,-0.03703247958985441,,,1
197,ML,10,3,0.0,0.099856,0,-0.09857285732127202,0.13661167150015338,-0.09857285732127202,0.009716608200479851,1,0.5355177522806013,0.11849407963069027,0.018638079630690266,-0.3259703228603103,-0.3259703228603103,1
197,ML,10,3,0.0,0.099856,1,0.03164844446515229,0.15328061575982255,0.03164844446515229,0.0010016240370638286,1,0.6008600137785044,0.1665918930356179,0.06673589303561789,,,1
197,ML,10,3,0.0,0.099856,2,0.08910338313351811,0.10771276631303477,0.08910338313351811,0.007939412885838519,1,0.4222340439470963,0.05198762890426104,-0.04786837109573896,,,1
198,REML,10,3,0.0,0.099856,0,0.03984665274040642,0.09786248411571848,0.03984665274040642,0.0015877557346145384,1,0.38362093773361644,0.004559088855219404,-0.0952969111447806,0.05219275750873204,0.05219275750873204,1
198,REML,10,3,0.0,0.099856,1,-0.020774940231259264,0.13566503978440803,-0.020774940231259264,0.0004315981416123947,1,0.5318069559548795,0.0824597898170063,-0.0173962101829937,,,1
198,REML,10,3,0.0,0.099856,2,0.16904910297642517,0.13005366580854744,0.16904910297642517,0.028577599217134,1,0.5098103699695059,0.06852833428750937,-0.03132766571249063,,,1
198,ML,10,3,0.0,0.099856,0,0.04024844472434756,0.0967845958442741,0.04024844472434756,0.0016199373027288612,1,0.37939561570955443,0.002738609095101417,-0.09711739090489858,-0.1410540848821221,-0.1410540848821221,1
198,ML,10,3,0.0,0.099856,1,-0.015547959341794239,0.1268218715778409,-0.015547959341794239,0.00024173903969408673,1,0.4971417365851363,0.06154732876880096,-0.03830867123119904,,,1
198,ML,10,3,0.0,0.099856,2,0.1681688662804596,0.11964869853762043,0.1681688662804596,0.028280767586055102,1,0.46902289826747207,0.04548560590225163,-0.05437039409774837,,,1
199,REML,10,3,0.0,0.099856,0,-0.07293370650025413,0.14624735336796216,-0.07293370650025413,0.005319325543865211,1,0.5732896252024117,0.1518353133681854,0.0519793133681854,-0.9394793649852067,-0.9394793649852067,1
199,REML,10,3,0.0,0.099856,1,-0.12194190442128977,0.13189722145065083,-0.12194190442128977,0.01486982805389097,1,0.5170371080865512,0.11549488997125096,0.015638889971250958,,,1
199,REML,10,3,0.0,0.099856,2,-0.024556047339059153,0.1503543525625557,-0.024556047339059153,0.0006029994609181141,1,0.5893890620452183,0.1559804757369699,0.05612447573696991,,,1
199,ML,10,3,0.0,0.099856,0,-0.07329490904765912,0.1384814936674208,-0.07329490904765912,0.005372143692304623,1,0.5428474551762895,0.13001262518143414,0.030156625181434138,-0.9371701967985405,-0.9371701967985405,1
199,ML,10,3,0.0,0.099856,1,-0.12277224341573693,0.12509385948463597,-0.12277224341573693,0.015073023753332962,1,0.490367929179773,0.09822015716141455,-0.0016358428385854495,,,1
199,ML,10,3,0.0,0.099856,2,-0.028502472574678122,0.14381536358452046,-0.028502472574678122,0.0008123909428702785,1,0.5637562252513202,0.1374382519370224,0.03758225193702239,,,1
0,REML,10,3,0.5,0.099856,0,0.04877821616198054,0.18543521215232356,0.04877821616198054,0.0023793143719448994,1,0.7269060316371083,0.24830492355253936,0.14844892355253936,-0.15886755898646446,-0.6588675589864644,1
0,REML,10,3,0.5,0.099856,1,-0.010483599579310849,0.11299671250544575,-0.010483599579310849,0.00010990586013932661,1,0.44294711302134737,0.04189380334695527,-0.05796219665304473,,,1
0,REML,10,3,0.5,0.099856,2,-0.1671471666915318,0.1024437814656637,-0.1671471666915318,0.027938175333006715,1,0.40157962334540176,0.025798419375370352,-0.07405758062462965,,,1
0,ML,10,3,0.5,0.099856,0,0.04637736755430502,0.17490934033268568,0.04637736755430502,0.002150860221267104,1,0.6856446141041278,0.21115099759876707,0.11129499759876707,-0.2719330795129214,-0.7719330795129213,1
0,ML,10,3,0.5,0.099856,1,-0.012248441312120911,0.10498593870919674,-0.012248441312120911,0.00015002431457647022,1,0.4115448797400512,0.026262128609707645,-0.07359387139029236,,,1
0,ML,10,3,0.5,0.099856,2,-0.16699972822451709,0.1000878538952251,-0.16699972822451709,0.02788890922706257,1,0.39234438726928234,0.02123429322123032,-0.07862170677876967,,,1
1,REML,10,3,0.5,0.099856,0,0.13061727535967418,0.1385532149824203,0.13061727535967418,0.01706087262238495,1,0.5431286027310875,0.10722221691539355,0.0073662169153935475,0.49490744169588097,-0.0050925583041190325,1
1,REML,10,3,0.5,0.099856,1,0.02604687152617097,0.16550339785325238,0.02604687152617097,0.0006784395163008561,1,0.6487733195847494,0.1898653624053117,0.09000936240531171,,,1
1,REML,10,3,0.5,0.099856,2,0.23624746213738135,0.16122051598774403,0.23624746213738135,0.05581286336635343,1,0.6319844226719566,0.17659405087796942,0.07673805087796942,,,1
1,ML,10,3,0.5,0.099856,0,0.1337203900111706,0.1320133864141655,0.1337203900111706,0.01788114270473957,1,0.5174924747435287,0.09043933358706528,-0.009416666412934718,0.5063376885646017,0.006337688564601707,1
1,ML,10,3,0.5,0.099856,1,0.02760354248218285,0.15661971578297962,0.02760354248218285,0.0007619555575656734,1,0.6139492858692801,0.16164601239154916,0.06179001239154916,,,1
1,ML,10,3,0.5,0.099856,2,0.23824702848970328,0.15263324268336514,0.23824702848970328,0.056761646584173486,1,0.5983223113187913,0.1500586669890538,0.05020266698905379,,,1
2,REML,10,3,0.5,0.099856,0,0.01538123160266754,0.12084880526182759,0.01538123160266754,0.00023658228561489864,1,0.47372731662636414,0.08302239022004682,-0.016833609779953185,0.6039155982018743,0.10391559820187435,1
2,REML,10,3,0.5,0.099856,1,0.0629017743310881,0.14030808267270964,0.0629017743310881,0.003956633213999133,1,0.5500076840770217,0.12889105337284745,0.029035053372847452,,,1
2,REML,10,3,0.5,0.099856,2,-0.012818091240949427,0.13091828839421044,-0.012818091240949427,0.00016430346306130442,1,0.5131996905053049,0.10653148251067047,0.006675482510670475,,,1
2,ML,10,3,0.5,0.099856,0,0.023841393120143464,0.11457573450501823,0.023841393120143464,0.0005684120259092241,1,0.4491368792596715,0.07156165457391488,-0.028294345426085124,0.7028800205768088,0.20288002057680876,1
2,ML,10,3,0.5,0.099856,1,0.058407013322184044,0.1260531720810873,0.058407013322184044,0.0034113792052177846,1,0.4941284345578622,0.0946114678362047,-0.005244532163795307,,,1
2,ML,10,3,0.5,0.099856,2,-0.0052748948830601125,0.12267412880607992,-0.0052748948830601125,2.7824516027333758e-05,1,0.48088258491983327,0.08857786271971965,-0.011278137280280348,,,1
3,REML,10,3,0.5,0.099856,0,0.09427770083287436,0.1655095503015718,0.09427770083287436,0.008888284874332958,1,0.6487974371821614,0.17903670967161195,0.07918070967161195,0.185748021093416,-0.31425197890658396,1
3,REML,10,3,0.5,0.099856,1,0.03523162843566852,0.11443526586057208,0.03523162843566852,0.0012412676422290068,1,0.44858624217344256,0.05330648675036279,-0.04654951324963721,,,1
3,REML,10,3,0.5,0.099856,2,-0.03817469945950274,0.11047839805081451,-0.03817469945950274,0.0014573076788233588,1,0.43307532035919283,0.04907762814247875,-0.05077837185752125,,,1
